Temp Delta,Weekday,Avg Date,Date,Name,Number of Records,Prcp,Trails,Traffic,Station,Tmax,Tmin,Time
18,2,3090.071429,4/1/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,2465,USC00410433,58,40,4/1/19 0:00
24,1,3090.071429,3/31/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,3279,USC00410433,68,44,3/31/19 0:00
36,7,3090.071429,4/7/18,"AUSTIN GREAT HILLS, TX US",1,0.27,Butler Trail: South Lamar - Urban Trail,1976,USC00410433,83,47,4/7/18 0:00
21,6,3090.071429,4/6/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,3223,USC00410433,76,55,4/6/18 0:00
22,5,3090.071429,4/5/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,3477,USC00410433,69,47,4/5/18 0:00
33,4,3090.071429,4/4/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,3706,USC00410433,80,47,4/4/18 0:00
28,3,3090.071429,4/3/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,3036,USC00410433,82,54,4/3/18 0:00
25,2,3090.071429,4/2/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,3561,USC00410433,79,54,4/2/18 0:00
21,1,3090.071429,4/1/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,5428,USC00410433,80,59,4/1/18 0:00
31,7,3090.071429,4/8/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,78,47,4/8/17 0:00
34,6,3090.071429,4/7/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,77,43,4/7/17 0:00
29,5,3090.071429,4/6/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,72,43,4/6/17 0:00
38,4,3090.071429,4/5/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,87,49,4/5/17 0:00
39,3,3090.071429,4/4/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,86,47,4/4/17 0:00
27,2,3090.071429,4/3/17,"AUSTIN GREAT HILLS, TX US",1,0.52,Butler Trail: South Lamar - Urban Trail,,USC00410433,74,47,4/3/17 0:00
10,1,3090.071429,4/2/17,"AUSTIN GREAT HILLS, TX US",1,0.01,Butler Trail: South Lamar - Urban Trail,,USC00410433,73,63,4/2/17 0:00
16,7,3090.071429,4/2/16,"AUSTIN GREAT HILLS, TX US",1,0.19,Butler Trail: South Lamar - Urban Trail,,USC00410433,57,41,4/2/16 0:00
33,6,3090.071429,4/1/16,"AUSTIN GREAT HILLS, TX US",1,0.07,Butler Trail: South Lamar - Urban Trail,,USC00410433,84,51,4/1/16 0:00
9,5,3090.071429,3/31/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,73,64,3/31/16 0:00
7,4,3090.071429,3/30/16,"AUSTIN GREAT HILLS, TX US",1,0.06,Butler Trail: South Lamar - Urban Trail,,USC00410433,67,60,3/30/16 0:00
29,3,3090.071429,3/29/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,74,45,3/29/16 0:00
28,2,3090.071429,3/28/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,73,45,3/28/16 0:00
25,1,3090.071429,3/27/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: South Lamar - Urban Trail,,USC00410433,74,49,3/27/16 0:00
30,7,3353.142857,11/3/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,5438,USC00410433,74,44,11/3/18 0:00
23,6,3353.142857,11/2/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,3543,USC00410433,66,43,11/2/18 0:00
30,5,3353.142857,11/1/18,"AUSTIN GREAT HILLS, TX US",1,0.08,Butler Trail: North Congress - Urban Trail,2886,USC00410433,80,50,11/1/18 0:00
16,4,3353.142857,10/31/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,1405,USC00410433,82,66,10/31/18 0:00
23,3,3353.142857,10/30/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2643,USC00410433,82,59,10/30/18 0:00
29,2,3353.142857,10/29/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2859,USC00410433,84,55,10/29/18 0:00
29,1,3353.142857,10/28/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,4698,USC00410433,84,55,10/28/18 0:00
14,7,3353.142857,11/4/17,"AUSTIN GREAT HILLS, TX US",1,0.01,Butler Trail: North Congress - Urban Trail,,USC00410433,85,71,11/4/17 0:00
13,6,3353.142857,11/3/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,82,69,11/3/17 0:00
24,5,3353.142857,11/2/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,76,52,11/2/17 0:00
6,4,3353.142857,11/1/17,"AUSTIN GREAT HILLS, TX US",1,0.72,Butler Trail: North Congress - Urban Trail,,USC00410433,56,50,11/1/17 0:00
34,3,3353.142857,10/31/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,78,44,10/31/17 0:00
40,2,3353.142857,10/30/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,74,34,10/30/17 0:00
26,1,3353.142857,10/29/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,60,34,10/29/17 0:00
26,7,3353.142857,10/29/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,83,57,10/29/16 0:00
27,6,3353.142857,10/28/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,84,57,10/28/16 0:00
23,5,3353.142857,10/27/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,84,61,10/27/16 0:00
20,4,3353.142857,10/26/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,81,61,10/26/16 0:00
19,3,3353.142857,10/25/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,83,64,10/25/16 0:00
29,2,3353.142857,10/24/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,81,52,10/24/16 0:00
35,1,3353.142857,10/23/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,78,43,10/23/16 0:00
14,7,3942.321429,5/25/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,2169,USC00410433,87,73,5/25/19 0:00
16,6,3942.321429,5/24/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,1215,USC00410433,90,74,5/24/19 0:00
15,5,3942.321429,5/23/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,1075,USC00410433,89,74,5/23/19 0:00
24,4,3942.321429,5/22/19,"AUSTIN GREAT HILLS, TX US",1,0.2,Butler Trail : Crenshaw Bridge - Urban Trail,1646,USC00410433,86,62,5/22/19 0:00
13,3,3942.321429,5/21/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,1921,USC00410433,88,75,5/21/19 0:00
17,2,3942.321429,5/20/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,1183,USC00410433,91,74,5/20/19 0:00
9,1,3942.321429,5/19/19,"AUSTIN GREAT HILLS, TX US",1,0.05,Butler Trail : Crenshaw Bridge - Urban Trail,1920,USC00410433,83,74,5/19/19 0:00
21,7,3942.321429,5/26/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4731,USC00410433,94,73,5/26/18 0:00
20,6,3942.321429,5/25/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,3205,USC00410433,92,72,5/25/18 0:00
20,5,3942.321429,5/24/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,3525,USC00410433,89,69,5/24/18 0:00
18,4,3942.321429,5/23/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,6801,USC00410433,88,70,5/23/18 0:00
18,3,3942.321429,5/22/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4274,USC00410433,85,67,5/22/18 0:00
12,2,3942.321429,5/21/18,"AUSTIN GREAT HILLS, TX US",1,0.61,Butler Trail : Crenshaw Bridge - Urban Trail,4706,USC00410433,78,66,5/21/18 0:00
18,1,3942.321429,5/20/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,3803,USC00410433,90,72,5/20/18 0:00
14,7,3942.321429,5/27/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4070,USC00410433,88,74,5/27/17 0:00
27,6,3942.321429,5/26/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,2882,USC00410433,90,63,5/26/17 0:00
33,5,3942.321429,5/25/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,3475,USC00410433,85,52,5/25/17 0:00
28,4,3942.321429,5/24/17,"AUSTIN GREAT HILLS, TX US",1,0.18,Butler Trail : Crenshaw Bridge - Urban Trail,8477,USC00410433,80,52,5/24/17 0:00
13,3,3942.321429,5/23/17,"AUSTIN GREAT HILLS, TX US",1,0.04,Butler Trail : Crenshaw Bridge - Urban Trail,3997,USC00410433,71,58,5/23/17 0:00
15,2,3942.321429,5/22/17,"AUSTIN GREAT HILLS, TX US",1,0.27,Butler Trail : Crenshaw Bridge - Urban Trail,3706,USC00410433,73,58,5/22/17 0:00
14,1,3942.321429,5/21/17,"AUSTIN GREAT HILLS, TX US",1,0.16,Butler Trail : Crenshaw Bridge - Urban Trail,5782,USC00410433,78,64,5/21/17 0:00
19,7,3942.321429,5/21/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,7417,USC00410433,80,61,5/21/16 0:00
13,6,3942.321429,5/20/16,"AUSTIN GREAT HILLS, TX US",1,2.06,Butler Trail : Crenshaw Bridge - Urban Trail,5811,USC00410433,72,59,5/20/16 0:00
15,5,3942.321429,5/19/16,"AUSTIN GREAT HILLS, TX US",1,0.22,Butler Trail : Crenshaw Bridge - Urban Trail,1893,USC00410433,74,59,5/19/16 0:00
22,4,3942.321429,5/18/16,"AUSTIN GREAT HILLS, TX US",1,0.36,Butler Trail : Crenshaw Bridge - Urban Trail,4873,USC00410433,82,60,5/18/16 0:00
12,3,3942.321429,5/17/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4894,USC00410433,77,65,5/17/16 0:00
12,2,3942.321429,5/16/16,"AUSTIN GREAT HILLS, TX US",1,0.59,Butler Trail : Crenshaw Bridge - Urban Trail,4462,USC00410433,70,58,5/16/16 0:00
21,1,3942.321429,5/15/16,"AUSTIN GREAT HILLS, TX US",1,0.56,Butler Trail : Crenshaw Bridge - Urban Trail,6472,USC00410433,79,58,5/15/16 0:00
18,7,4675,4/6/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,1573,USC00410433,81,63,4/6/19 0:00
27,6,4675,4/5/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,2840,USC00410433,89,62,4/5/19 0:00
13,5,4675,4/4/19,"AUSTIN GREAT HILLS, TX US",1,0.08,Butler Trail : Crenshaw Bridge - Urban Trail,2176,USC00410433,68,55,4/4/19 0:00
37,4,4675,4/3/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,2649,USC00410433,74,37,4/3/19 0:00
27,3,4675,4/2/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4187,USC00410433,64,37,4/2/19 0:00
18,2,4675,4/1/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,3141,USC00410433,58,40,4/1/19 0:00
24,1,4675,3/31/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,6805,USC00410433,68,44,3/31/19 0:00
36,7,4675,4/7/18,"AUSTIN GREAT HILLS, TX US",1,0.27,Butler Trail : Crenshaw Bridge - Urban Trail,2942,USC00410433,83,47,4/7/18 0:00
21,6,4675,4/6/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,3862,USC00410433,76,55,4/6/18 0:00
22,5,4675,4/5/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4751,USC00410433,69,47,4/5/18 0:00
33,4,4675,4/4/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,5233,USC00410433,80,47,4/4/18 0:00
28,3,4675,4/3/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4486,USC00410433,82,54,4/3/18 0:00
25,2,4675,4/2/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4890,USC00410433,79,54,4/2/18 0:00
21,1,4675,4/1/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,6926,USC00410433,80,59,4/1/18 0:00
31,7,4675,4/8/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,7297,USC00410433,78,47,4/8/17 0:00
34,6,4675,4/7/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4818,USC00410433,77,43,4/7/17 0:00
29,5,4675,4/6/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,5440,USC00410433,72,43,4/6/17 0:00
38,4,4675,4/5/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,5348,USC00410433,87,49,4/5/17 0:00
39,3,4675,4/4/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4801,USC00410433,86,47,4/4/17 0:00
27,2,4675,4/3/17,"AUSTIN GREAT HILLS, TX US",1,0.52,Butler Trail : Crenshaw Bridge - Urban Trail,5135,USC00410433,74,47,4/3/17 0:00
10,1,4675,4/2/17,"AUSTIN GREAT HILLS, TX US",1,0.01,Butler Trail : Crenshaw Bridge - Urban Trail,4408,USC00410433,73,63,4/2/17 0:00
16,7,4675,4/2/16,"AUSTIN GREAT HILLS, TX US",1,0.19,Butler Trail : Crenshaw Bridge - Urban Trail,8925,USC00410433,57,41,4/2/16 0:00
33,6,4675,4/1/16,"AUSTIN GREAT HILLS, TX US",1,0.07,Butler Trail : Crenshaw Bridge - Urban Trail,1989,USC00410433,84,51,4/1/16 0:00
9,5,4675,3/31/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,5645,USC00410433,73,64,3/31/16 0:00
7,4,4675,3/30/16,"AUSTIN GREAT HILLS, TX US",1,0.06,Butler Trail : Crenshaw Bridge - Urban Trail,3403,USC00410433,67,60,3/30/16 0:00
29,3,4675,3/29/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,4138,USC00410433,74,45,3/29/16 0:00
28,2,4675,3/28/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,5886,USC00410433,73,45,3/28/16 0:00
25,1,4675,3/27/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Crenshaw Bridge - Urban Trail,7206,USC00410433,74,49,3/27/16 0:00
26,7,2298.571429,8/17/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2349,USC00410433,102,76,8/17/19 0:00
24,6,2298.571429,8/16/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,1380,USC00410433,99,75,8/16/19 0:00
26,5,2298.571429,8/15/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,1501,USC00410433,101,75,8/15/19 0:00
27,4,2298.571429,8/14/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,1473,USC00410433,103,76,8/14/19 0:00
26,3,2298.571429,8/13/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,1408,USC00410433,103,77,8/13/19 0:00
25,2,2298.571429,8/12/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,1308,USC00410433,102,77,8/12/19 0:00
24,1,2298.571429,8/11/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2317,USC00410433,101,77,8/11/19 0:00
28,7,2298.571429,8/18/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,4007,USC00410433,102,74,8/18/18 0:00
26,6,2298.571429,8/17/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2350,USC00410433,100,74,8/17/18 0:00
23,5,2298.571429,8/16/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2356,USC00410433,99,76,8/16/18 0:00
22,4,2298.571429,8/15/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2537,USC00410433,96,74,8/15/18 0:00
22,3,2298.571429,8/14/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2928,USC00410433,96,74,8/14/18 0:00
15,2,2298.571429,8/13/18,"AUSTIN GREAT HILLS, TX US",1,0.08,Butler Trail: North Congress - Urban Trail,2727,USC00410433,88,73,8/13/18 0:00
22,1,2298.571429,8/12/18,"AUSTIN GREAT HILLS, TX US",1,0.57,Butler Trail: North Congress - Urban Trail,3539,USC00410433,95,73,8/12/18 0:00
24,7,2298.571429,8/19/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,98,74,8/19/17 0:00
24,6,2298.571429,8/18/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,98,74,8/18/17 0:00
20,5,2298.571429,8/17/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,97,77,8/17/17 0:00
23,4,2298.571429,8/16/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,97,74,8/16/17 0:00
22,3,2298.571429,8/15/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,96,74,8/15/17 0:00
22,2,2298.571429,8/14/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,97,75,8/14/17 0:00
22,1,2298.571429,8/13/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,97,75,8/13/17 0:00
29,7,2298.571429,8/13/16,"AUSTIN GREAT HILLS, TX US",1,0.34,Butler Trail: North Congress - Urban Trail,,USC00410433,102,73,8/13/16 0:00
23,6,2298.571429,8/12/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,99,76,8/12/16 0:00
23,5,2298.571429,8/11/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,99,76,8/11/16 0:00
22,4,2298.571429,8/10/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,99,77,8/10/16 0:00
22,3,2298.571429,8/9/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,98,76,8/9/16 0:00
23,2,2298.571429,8/8/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,98,75,8/8/16 0:00
22,1,2298.571429,8/7/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,97,75,8/7/16 0:00
,5,2998.285714,,,1,,Butler Trail: North Congress - Urban Trail,,,,,10/24/19 0:00
,4,2998.285714,,,1,,Butler Trail: North Congress - Urban Trail,,,,,10/23/19 0:00
28,3,2998.285714,10/22/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,76,48,10/22/19 0:00
31,2,2998.285714,10/21/19,"AUSTIN GREAT HILLS, TX US",1,0.4,Butler Trail: North Congress - Urban Trail,,USC00410433,90,59,10/21/19 0:00
31,1,2998.285714,10/20/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,92,61,10/20/19 0:00
24,7,2998.285714,10/27/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,5349,USC00410433,76,52,10/27/18 0:00
14,6,2998.285714,10/26/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,3446,USC00410433,66,52,10/26/18 0:00
6,5,2998.285714,10/25/18,"AUSTIN GREAT HILLS, TX US",1,0.5,Butler Trail: North Congress - Urban Trail,2696,USC00410433,61,55,10/25/18 0:00
14,4,2998.285714,10/24/18,"AUSTIN GREAT HILLS, TX US",1,0.11,Butler Trail: North Congress - Urban Trail,559,USC00410433,67,53,10/24/18 0:00
11,3,2998.285714,10/23/18,"AUSTIN GREAT HILLS, TX US",1,0.07,Butler Trail: North Congress - Urban Trail,1837,USC00410433,63,52,10/23/18 0:00
17,2,2998.285714,10/22/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,2205,USC00410433,70,53,10/22/18 0:00
11,1,2998.285714,10/21/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,4896,USC00410433,64,53,10/21/18 0:00
23,7,2998.285714,10/28/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,60,37,10/28/17 0:00
34,6,2998.285714,10/27/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,81,47,10/27/17 0:00
31,5,2998.285714,10/26/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,78,47,10/26/17 0:00
27,4,2998.285714,10/25/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,74,47,10/25/17 0:00
34,3,2998.285714,10/24/17,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,80,46,10/24/17 0:00
29,2,2998.285714,10/23/17,"AUSTIN GREAT HILLS, TX US",1,0.37,Butler Trail: North Congress - Urban Trail,,USC00410433,75,46,10/23/17 0:00
21,1,2998.285714,10/22/17,"AUSTIN GREAT HILLS, TX US",1,0.18,Butler Trail: North Congress - Urban Trail,,USC00410433,86,65,10/22/17 0:00
30,7,2998.285714,10/22/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,73,43,10/22/16 0:00
26,6,2998.285714,10/21/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,79,53,10/21/16 0:00
21,5,2998.285714,10/20/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,89,68,10/20/16 0:00
16,4,2998.285714,10/19/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,89,73,10/19/16 0:00
18,3,2998.285714,10/18/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,90,72,10/18/16 0:00
19,2,2998.285714,10/17/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,91,72,10/17/16 0:00
18,1,2998.285714,10/16/16,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail: North Congress - Urban Trail,,USC00410433,88,70,10/16/16 0:00
21,7,1048.857143,9/28/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,1397,USC00410433,95,74,9/28/19 0:00
23,6,1048.857143,9/27/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,783,USC00410433,96,73,9/27/19 0:00
24,5,1048.857143,9/26/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,772,USC00410433,97,73,9/26/19 0:00
23,4,1048.857143,9/25/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,875,USC00410433,96,73,9/25/19 0:00
20,3,1048.857143,9/24/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,883,USC00410433,96,76,9/24/19 0:00
21,2,1048.857143,9/23/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,871,USC00410433,97,76,9/23/19 0:00
19,1,1048.857143,9/22/19,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,1443,USC00410433,95,76,9/22/19 0:00
21,7,1048.857143,9/29/18,"AUSTIN GREAT HILLS, TX US",1,0.2,Butler Trail : Longhorn Dam - Urban Trail,1062,USC00410433,82,61,9/29/18 0:00
19,6,1048.857143,9/28/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,907,USC00410433,79,60,9/28/18 0:00
24,5,1048.857143,9/27/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,1037,USC00410433,84,60,9/27/18 0:00
18,4,1048.857143,9/26/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,901,USC00410433,91,73,9/26/18 0:00
18,3,1048.857143,9/25/18,"AUSTIN GREAT HILLS, TX US",1,0,Butler Trail : Longhorn Dam - Urban Trail,972,USC00410433,86,68,9/25/18 0:00
9,2,1048.857143,9/24/18,"AUSTIN GREAT HILLS, TX US",1,0.01,Butler Trail : Longhorn Dam - Urban Trail,996,USC00410433,75,66,9/24/18 0:00
